itemid	abstractid	name	品质	icon	icon灰	类型	叠加数量	物品描述	等级	商店价格	回收价格	回购价格	姓名	国家	将卡类型	picture	升级材料	升级材料数量	升级材料magicid	升级所得物品	升级价格	人物等级	脚本	miniicon	委任技能icon	最高倍率	通告	TAB_VERSION
6821		暴击5888礼金福袋	4	T_Icon_Task_GiftsHunw.img		4	99	祝您好运！	1	0	0	0											item/B_TreasureChest.cfg			8	0	
6822		发财致富礼包	4	T_Icon_Task_GiftsHunw.img		4	99	使用后获得38礼金及【财运亨通】1个	1	0	0	0											item/B_TreasureChest.cfg			8	0	
6823		财运亨通礼包	4	T_Icon_Task_GiftsHunw.img		4	99	使用后获得108礼金及【财大气粗】1个	1	0	0	0											item/B_TreasureChest.cfg			8	0	
6824		财大气粗礼包	4	T_Icon_Task_GiftsHunw.img		4	99	使用后获得588礼金及【有财有势】1个	1	0	0	0											item/B_TreasureChest.cfg			8	0	
6825		有财有势礼包	4	T_Icon_Task_GiftsHunw.img		4	99	使用后获得1088礼金及【万贯家财】1个	1	0	0	0											item/B_TreasureChest.cfg			8	0	
6826		万贯家财礼包	4	T_Icon_Task_GiftsHunw.img		4	99	使用后获得1888礼金！	1	0	0	0											item/B_TreasureChest.cfg			8	0	
6827		天命宝箱	0	T_Icon_ItemBox_White.img		4	20	使用后获得2个天命符，天命符可用于激活将卡组合	1	0	0	0											item/B_TreasureChest.cfg			8	0	
6828		天命宝箱	1	T_Icon_ItemBox_Green.img		4	20	使用后获得5个天命符，天命符可用于激活将卡组合	1	0	0	0											item/B_TreasureChest.cfg			8	0	
6829		天命宝箱	2	T_Icon_ItemBox_Blue.img		4	20	使用后获得10个天命符，天命符可用于激活将卡组合	1	0	0	0											item/B_TreasureChest.cfg			8	0	
6830		天命宝箱	3	T_Icon_ItemBox_Violet.img		4	20	使用后获得15个天命符，天命符可用于激活将卡组合	1	0	0	0											item/B_TreasureChest.cfg			8	0	
6831		天命宝箱	4	T_Icon_ItemBox_Orange.img		4	20	使用后获得20个天命符，天命符可用于激活将卡组合	1	0	0	0											item/B_TreasureChest.cfg			8	0	
6835		神器币宝箱	3	T_Icon_ItemBox_Violet.img		4	20	使用后获得50000神器币	1	0	0	0											item/B_TreasureChest.cfg			8	0	
6836		高级铜钱宝箱	5	T_Icon_ItemBox_Violet.img		4	20	使用后获得50W铜钱	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7000		丰收卡	0	T_Icon_Card_LiangShi_W.img		4	20	"使水车工作,增加粮食产量，持续1小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	500	500											item/B_ProduceCard.cfg			8	0	
7001		丰收卡	1	T_Icon_Card_LiangShi_G.img		4	20	"使水车工作,增加粮食产量，持续2小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	1000	1000											item/B_ProduceCard.cfg			8	0	
7002		丰收卡	2	T_Icon_Card_LiangShi_B.img		4	20	"使水车工作,增加粮食产量，持续4小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	2000	2000											item/B_ProduceCard.cfg			8	0	
7003		丰收卡	3	T_Icon_Card_LiangShi_P.img		4	20	"使水车工作,增加粮食产量，持续8小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	4000	4000											item/B_ProduceCard.cfg			8	0	
7004		丰收卡	4	T_Icon_Card_LiangShi_O.img		4	20	"使水车工作,增加粮食产量，持续12小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	8000	8000											item/B_ProduceCard.cfg			8	0	
7005		繁茂卡	0	T_Icon_Card_MuCai_W.img		4	20	"使工舍工作,增加木材产量，持续1小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	500	500											item/B_ProduceCard.cfg			8	0	
7006		繁茂卡	1	T_Icon_Card_MuCai_G.img		4	20	"使工舍工作,增加木材产量，持续2小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	1000	1000											item/B_ProduceCard.cfg			8	0	
7007		繁茂卡	2	T_Icon_Card_MuCai_B.img		4	20	"使工舍工作,增加木材产量，持续4小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	2000	2000											item/B_ProduceCard.cfg			8	0	
7008		繁茂卡	3	T_Icon_Card_MuCai_P.img		4	20	"使工舍工作,增加木材产量，持续8小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	4000	4000											item/B_ProduceCard.cfg			8	0	
7009		繁茂卡	4	T_Icon_Card_MuCai_O.img		4	20	"使工舍工作,增加木材产量，持续12小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	8000	8000											item/B_ProduceCard.cfg			8	0	
7010		采金卡	0	T_Icon_Card_TieKuang_W.img		4	20	"使熔炉工作,增加矿石产量，持续1小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	500	500											item/B_ProduceCard.cfg			8	0	
7011		采金卡	1	T_Icon_Card_TieKuang_G.img		4	20	"使熔炉工作,增加矿石产量，持续2小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	1000	1000											item/B_ProduceCard.cfg			8	0	
7012		采金卡	2	T_Icon_Card_TieKuang_B.img		4	20	"使熔炉工作,增加矿石产量，持续4小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	2000	2000											item/B_ProduceCard.cfg			8	0	
7013		采金卡	3	T_Icon_Card_TieKuang_P.img		4	20	"使熔炉工作,增加矿石产量，持续8小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	4000	4000											item/B_ProduceCard.cfg			8	0	
7014		采金卡	4	T_Icon_Card_TieKuang_O.img		4	20	"使熔炉工作,增加矿石产量，持续12小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	8000	8000											item/B_ProduceCard.cfg			8	0	
7015		精料卡	0	T_Icon_Card_MaPi_W.img		4	20	"使秣船工作,增加马匹产量，持续1小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	500	500											item/B_ProduceCard.cfg			8	0	
7016		精料卡	1	T_Icon_Card_MaPi_G.img		4	20	"使秣船工作,增加马匹产量，持续2小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	1000	1000											item/B_ProduceCard.cfg			8	0	
7017		精料卡	2	T_Icon_Card_MaPi_B.img		4	20	"使秣船工作,增加马匹产量，持续4小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	2000	2000											item/B_ProduceCard.cfg			8	0	
7018		精料卡	3	T_Icon_Card_MaPi_P.img		4	20	"使秣船工作,增加马匹产量，持续8小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	4000	4000											item/B_ProduceCard.cfg			8	0	
7019		精料卡	4	T_Icon_Card_MaPi_O.img		4	20	"使秣船工作,增加马匹产量，持续12小时,可叠加最多72小时.（下线同样有效）(可右键使用)"	20	0	8000	8000											item/B_ProduceCard.cfg			8	0	
7200		铜钱包	1	T_Icon_Package_TongQianBao_G.img		4	20	使用后获得10000铜钱(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7201		铜钱包	2	T_Icon_Package_TongQianBao_B.img		4	20	使用后获得20000铜钱(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7202		铜钱包	3	T_Icon_Package_TongQianBao_P.img		4	20	使用后获得40000铜钱(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7203		铜钱包	4	T_Icon_Package_TongQianBao_O.img		4	20	使用后获得100000铜钱(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7204		粮草包	1	T_Icon_Package_LiangShi_G.img		4	20	使用后获得10000粮食(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7205		粮草包	2	T_Icon_Package_LiangShi_B.img		4	20	使用后获得20000粮食(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7206		粮草包	3	T_Icon_Package_LiangShi_P.img		4	20	使用后获得40000粮食(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7207		粮草包	4	T_Icon_Package_LiangShi_O.img		4	20	使用后获得100000粮食(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7208		木材包	1	T_Icon_Package_MuCai_G.img		4	20	使用后获得10000木材(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7209		木材包	2	T_Icon_Package_MuCai_B.img		4	20	使用后获得20000木材(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7210		木材包	3	T_Icon_Package_MuCai_P.img		4	20	使用后获得40000木材(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7211		木材包	4	T_Icon_Package_MuCai_O.img		4	20	使用后获得100000木材(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7212		铁矿包	1	T_Icon_Package_TieKuang_G.img		4	20	使用后获得10000铁矿(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7213		铁矿包	2	T_Icon_Package_TieKuang_B.img		4	20	使用后获得20000铁矿(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7214		铁矿包	3	T_Icon_Package_TieKuang_P.img		4	20	使用后获得40000铁矿(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7215		铁矿包	4	T_Icon_Package_TieKuang_O.img		4	20	使用后获得100000铁矿(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7216		马匹包	1	T_Icon_Package_MaPi_G.img		4	20	使用后获得10000马匹(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7217		马匹包	2	T_Icon_Package_MaPi_B.img		4	20	使用后获得20000马匹(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7218		马匹包	3	T_Icon_Package_MaPi_P.img		4	20	使用后获得40000马匹(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7219		马匹包	4	T_Icon_Package_MaPi_O.img		4	20	使用后获得100000马匹(可右键使用)	20	0	0	0											item/B_ResPack.cfg			8	0	
7300		铜钱包	1	T_Icon_Package_TongQianBao_G.img		4	20	使用后获得5500铜钱(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7301		铜钱包	1	T_Icon_Package_TongQianBao_G.img		4	20	使用后获得6000铜钱(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7302		铜钱包	1	T_Icon_Package_TongQianBao_G.img		4	20	使用后获得6500铜钱(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7303		铜钱包	1	T_Icon_Package_TongQianBao_G.img		4	20	使用后获得7000铜钱(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7304		铜钱包	1	T_Icon_Package_TongQianBao_G.img		4	20	使用后获得7500铜钱(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7305		铜钱包	1	T_Icon_Package_TongQianBao_G.img		4	20	使用后获得8000铜钱(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7306		铜钱包	1	T_Icon_Package_TongQianBao_G.img		4	20	使用后获得8500铜钱(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7310		粮草包	1	T_Icon_Package_LiangShi_G.img		4	20	使用后获得2000粮食(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7311		粮草包	1	T_Icon_Package_LiangShi_B.img		4	20	使用后获得2500粮食(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7312		粮草包	1	T_Icon_Package_LiangShi_P.img		4	20	使用后获得3000粮食(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7313		粮草包	1	T_Icon_Package_LiangShi_O.img		4	20	使用后获得3500粮食(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7314		木材包	1	T_Icon_Package_MuCai_G.img		4	20	使用后获得2000木材(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7315		木材包	1	T_Icon_Package_MuCai_B.img		4	20	使用后获得2500木材(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7316		木材包	1	T_Icon_Package_MuCai_P.img		4	20	使用后获得3000木材(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7317		木材包	1	T_Icon_Package_MuCai_O.img		4	20	使用后获得3500木材(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7318		铁矿包	1	T_Icon_Package_TieKuang_G.img		4	20	使用后获得2000铁矿(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7319		铁矿包	1	T_Icon_Package_TieKuang_B.img		4	20	使用后获得2500铁矿(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7320		铁矿包	1	T_Icon_Package_TieKuang_P.img		4	20	使用后获得3000铁矿(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7321		铁矿包	1	T_Icon_Package_TieKuang_O.img		4	20	使用后获得3500铁矿(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7322		马匹包	1	T_Icon_Package_MaPi_G.img		4	20	使用后获得1000马匹(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7323		马匹包	1	T_Icon_Package_MaPi_B.img		4	20	使用后获得1200马匹(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7324		马匹包	1	T_Icon_Package_MaPi_P.img		4	20	使用后获得1500马匹(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7325		马匹包	1	T_Icon_Package_MaPi_O.img		4	20	使用后获得1700马匹(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7326		马匹包	1	T_Icon_Package_MaPi_O.img		4	20	使用后获得2000马匹(可右键使用)	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7327		资源卡宝箱	1	T_Icon_ItemBox_JingTie.img		4	20	随机获得一张1级资源卡	20	0	0	0											item/B_TreasureChest.cfg			8	0	
7328		VIP一级大礼包	4	T_Icon_Package_TongQianBao_B.img		4	20	内含：装备轮回符*1、礼金*10、行囊令*1、匠造牌*1、征募符*1、督战令*1、奋进鼓*5、贡酒*1	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7329		VIP二级大礼包	4	T_Icon_Package_TongQianBao_B.img		4	20	内含：将卡轮回符*1、礼金*20、行囊令*1、匠造牌*1、征募符*1、督战令*1、奋进鼓*5、贡酒*2	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7330		VIP三级大礼包	4	T_Icon_Package_TongQianBao_B.img		4	20	内含：装备轮回符*1、礼金*50、行囊令*1、匠造牌*1、征募符*1、督战令*1、奋进鼓*5、贡酒*3	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7331		VIP四级大礼包	4	T_Icon_Package_TongQianBao_B.img		4	20	内含：将卡轮回符*1、礼金*100、行囊令*1、匠造牌*1、征募符*1、督战令*1、奋进鼓*10、贡酒*4	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7332		VIP五级大礼包	4	T_Icon_Package_TongQianBao_B.img		4	20	内含：装备轮回符*1、礼金*150、行囊令*1、匠造牌*1、征募符*1、督战令*1、奋进鼓*10、贡酒*5	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7333		VIP六级大礼包	4	T_Icon_Package_TongQianBao_B.img		4	20	内含：将卡轮回符*1、礼金*200、行囊令*1、匠造牌*1、征募符*1、督战令*1、奋进鼓*20、贡酒*5	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7334		VIP七级大礼包	4	T_Icon_Package_TongQianBao_B.img		4	20	内含：装备轮回符*1、礼金*300、行囊令*1、匠造牌*1、征募符*1、督战令*1、奋进鼓*20、贡酒*5	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7335		VIP八级大礼包	4	T_Icon_Package_TongQianBao_B.img		4	20	内含：将卡轮回符*1、礼金*400、行囊令*1、匠造牌*1、征募符*1、督战令*1、奋进鼓*20、战场犒赏符*1、贡酒*5	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7336		VIP九级大礼包	4	T_Icon_Package_TongQianBao_B.img		4	20	内含：装备轮回符*1、礼金*500、行囊令*1、匠造牌*1、征募符*1、督战令*1、奋进鼓*20、战场犒赏符*1、贡酒*5	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7337		VIP十级大礼包	4	T_Icon_Package_TongQianBao_B.img		4	20	内含：将卡轮回符*1、礼金*800、行囊令*1、匠造牌*1、征募符*1、督战令*1、奋进鼓*20、战场犒赏符*1、贡酒*5	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7338		VIP十一级大礼包	4	T_Icon_Package_TongQianBao_B.img		4	20	内含：礼金*1000、行囊令*1、匠造牌*1、征募符*1、督战令*1、奋进鼓*20、战场犒赏符*1、贡酒*5	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7339		VIP十二级大礼包	4	T_Icon_Package_TongQianBao_B.img		4	20	内含：礼金*2000、行囊令*1、匠造牌*1、征募符*1、督战令*1、奋进鼓*20、战场犒赏符*1、贡酒*5	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7340		VIP十三级大礼包	4	T_Icon_Package_TongQianBao_B.img		4	20	内含：礼金*3000、行囊令*1、匠造牌*1、征募符*1、督战令*1、奋进鼓*20、战场犒赏符*1、贡酒*5	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7341		VIP十四级大礼包	4	T_Icon_Package_TongQianBao_B.img		4	20	内含：礼金*4000、行囊令*1、匠造牌*1、征募符*1、督战令*1、奋进鼓*20、战场犒赏符*1、贡酒*5	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7342		VIP十五级大礼包	4	T_Icon_Package_TongQianBao_B.img		4	20	内含：礼金*5000、行囊令*1、匠造牌*1、征募符*1、督战令*1、奋进鼓*20、战场犒赏符*1、贡酒*5	1	0	0	0											item/B_TreasureChest.cfg			8	0	
7400		兵器包	1	T_Icon_Suit_Shu_P_78.img		4	20	打开获得物品(可右键使用)	20	0	0	0											item/B_TroopsEquipPack.cfg			8	0	
7500		VIP1级经验卡	3	T_Icon_Task_VIP.img		4	20	使用后可获得提升到VIP1级所需的总VIP经验	20	0	0	0											item/B_VipCard.cfg			8	0	
7501		VIP2级经验卡	3	T_Icon_Task_VIP.img		4	20	使用后可获得提升到VIP2级所需的总VIP经验	20	0	0	0											item/B_VipCard.cfg			8	0	
7502		VIP3级经验卡	3	T_Icon_Task_VIP.img		4	20	使用后可获得提升到VIP3级所需的总VIP经验	20	0	0	0											item/B_VipCard.cfg			8	0	
7503		VIP4级经验卡	3	T_Icon_Task_VIP.img		4	20	使用后可获得提升到VIP4级所需的总VIP经验	20	0	0	0											item/B_VipCard.cfg			8	0	
7504		VIP5级经验卡	3	T_Icon_Task_VIP.img		4	20	使用后可获得提升到VIP5级所需的总VIP经验	20	0	0	0											item/B_VipCard.cfg			8	0	
7505		VIP6级经验卡	3	T_Icon_Task_VIP.img		4	20	使用后可获得提升到VIP6级所需的总VIP经验	20	0	0	0											item/B_VipCard.cfg			8	0	
7506		VIP7级经验卡	3	T_Icon_Task_VIP.img		4	20	使用后可获得提升到VIP7级所需的总VIP经验	20	0	0	0											item/B_VipCard.cfg			8	0	
7507		VIP8级经验卡	3	T_Icon_Task_VIP.img		4	20	使用后可获得提升到VIP8级所需的总VIP经验	20	0	0	0											item/B_VipCard.cfg			8	0	
7508		VIP9级经验卡	4	T_Icon_Task_VIP.img		4	20	使用后可获得提升到VIP9级所需的总VIP经验	20	0	0	0											item/B_VipCard.cfg			8	0	
7509		VIP10级经验卡	4	T_Icon_Task_VIP.img		4	20	使用后可获得提升到VIP10级所需的总VIP经验	20	0	0	0											item/B_VipCard.cfg			8	0	
7510		VIP11级经验卡	4	T_Icon_Task_VIP.img		4	20	使用后可获得提升到VIP11级所需的总VIP经验	20	0	0	0											item/B_VipCard.cfg			8	0	
7511		VIP12级经验卡	4	T_Icon_Task_VIP.img		4	20	使用后可获得提升到VIP12级所需的总VIP经验	20	0	0	0											item/B_VipCard.cfg			8	0	
7512		VIP13级经验卡	5	T_Icon_Task_VIP.img		4	20	使用后可获得提升到VIP13级所需的总VIP经验	20	0	0	0											item/B_VipCard.cfg			8	0	
7513		VIP14级经验卡	5	T_Icon_Task_VIP.img		4	20	使用后可获得提升到VIP14级所需的总VIP经验	20	0	0	0											item/B_VipCard.cfg			8	0	
7514		VIP15级经验卡	5	T_Icon_Task_VIP.img		4	20	使用后可获得提升到VIP15级所需的总VIP经验	20	0	0	0											item/B_VipCard.cfg			8	0	
