将卡	神器Abstractid	组合名称	描述	备注	攻速	CD缩减	移动速度	护甲值	法术抗性	格挡几率	攻击力	生命值	暴击率	闪避率	攻城攻击力	攻击距离	命中率	穿透	法术穿透	潜行	反潜行	视野	无视闪避	反弹物伤	反弹法伤	物理吸血	法术吸血	暴击剑	溅射	物伤加深	法伤加深	abstractid	物伤加成	法伤加成	回复效果
|8144|8145|8146|8147|8148|8149|	|50138|	青釭剑	生命+20%/n自身血量低于60%时，若10米范围内敌方人数超出10人时，普通攻击提高自身50%攻击20%物理吸血，持续5秒，若5米范围内敌方人数超出10人，普通攻击提高自身110%攻击45%物理吸血，持续7秒	典韦								200																				23416			
|8534|8535|8536|8537|8538|8539|	|50138|	青釭剑	攻击+20%/n处于缴械或定身状态时，释放技能清除自身所有不利效果，且提高自身80%攻击，持续11秒	赵云							200																					23326			
|8784|8785|8786|8787|8788|8789|	|50138|	青釭剑	攻击+20%/n击杀单位则获得35点士气，且清除自身技能冷却时间	法正							200																					23396			
|9624|9625|9626|9627|9628|9629|	|50138|	青釭剑	攻击+20%/n自身血量低于60%，获得100%普通攻击加成，持续5秒，该效果15秒内只能触发一次	周泰							200																					23026			
|10034|10035|10036|10037|10038|10039|	|50138|	青釭剑	生命+20%/n普通攻击有35%概率降低敌方40%生命上限，持续5秒	董卓								200																				23106			
|8014|8015|8016|8017|8018|8019|	|50139|	青釭剑	基础格挡+150%/n使用技能后提升周围4米范围内己方部队40%生命上限，持续5秒	曹仁						1500																						23207			
|8144|8145|8146|8147|8148|8149|	|50139|	青釭剑	生命+25%/n自身血量低于70%时，若10米范围内敌方人数超出10人时，普通攻击提高自身50%攻击20%物理吸血，持续5秒，若5米范围内敌方人数超出10人，普通攻击提高自身120%攻击50%物理吸血，持续8秒	典韦								250																				23417			
|8534|8535|8536|8537|8538|8539|	|50139|	青釭剑	攻击+25%/n处于缴械或定身状态时，释放技能清除自身所有不利效果，且提高自身90%攻击，持续12秒	赵云							250																					23327			
|8784|8785|8786|8787|8788|8789|	|50139|	青釭剑	攻击+25%/n击杀单位则获得40点士气，且清除自身技能冷却时间	法正							250																					23397			
|9624|9625|9626|9627|9628|9629|	|50139|	青釭剑	攻击+25%/n自身血量低于70%，获得100%普通攻击加成，持续5秒，该效果15秒内只能触发一次	周泰							250																					23027			
|10034|10035|10036|10037|10038|10039|	|50139|	青釭剑	生命+25%/n普通攻击有40%概率降低敌方45%生命上限，持续5秒	董卓								250																				23107			
|8084|8085|8086|8087|8088|8089|	|50200|	射日弓	攻击+0.5%	夏侯渊							5																								
|8554|8555|8556|8557|8558|8559|	|50200|	射日弓	攻击+0.5%	黄忠							5																								
|9584|9585|9586|9587|9588|9589|	|50200|	射日弓	攻速+0.5%	黄盖	5																														
|9614|9615|9616|9617|9618|9619|	|50200|	射日弓	攻击+0.5%	甘宁							5																								
|10224|10225|10226|10227|10228|10229|	|50200|	射日弓	生命+0.5%	田丰								5																							
|8084|8085|8086|8087|8088|8089|	|50201|	射日弓	攻击+1%	夏侯渊							10																								
|8554|8555|8556|8557|8558|8559|	|50201|	射日弓	攻击+1%	黄忠							10																								
|9584|9585|9586|9587|9588|9589|	|50201|	射日弓	攻速+1%	黄盖	10																														
|9614|9615|9616|9617|9618|9619|	|50201|	射日弓	攻击+1%	甘宁							10																								
|10224|10225|10226|10227|10228|10229|	|50201|	射日弓	生命+1%	田丰								10																							
|8084|8085|8086|8087|8088|8089|	|50202|	射日弓	攻击+1.5%	夏侯渊							15																								
|8554|8555|8556|8557|8558|8559|	|50202|	射日弓	攻击+1.5%	黄忠							15																								
|9584|9585|9586|9587|9588|9589|	|50202|	射日弓	攻速+1.5%	黄盖	15																														
|9614|9615|9616|9617|9618|9619|	|50202|	射日弓	攻击+1.5%	甘宁							15																								
|10224|10225|10226|10227|10228|10229|	|50202|	射日弓	生命+1.5%	田丰								15																							
|8084|8085|8086|8087|8088|8089|	|50203|	射日弓	攻击+2%	夏侯渊							20																								
|8554|8555|8556|8557|8558|8559|	|50203|	射日弓	攻击+2%	黄忠							20																								
|9584|9585|9586|9587|9588|9589|	|50203|	射日弓	攻速+2%	黄盖	20																														
|9614|9615|9616|9617|9618|9619|	|50203|	射日弓	攻击+2%	甘宁							20																								
|10224|10225|10226|10227|10228|10229|	|50203|	射日弓	生命+2%	田丰								20																							
|8084|8085|8086|8087|8088|8089|	|50204|	射日弓	攻击+2.5%	夏侯渊							25																								
|8554|8555|8556|8557|8558|8559|	|50204|	射日弓	攻击+2.5%	黄忠							25																								
|9584|9585|9586|9587|9588|9589|	|50204|	射日弓	攻速+2.5%	黄盖	25																														
|9614|9615|9616|9617|9618|9619|	|50204|	射日弓	攻击+2.5%	甘宁							25																								
|10224|10225|10226|10227|10228|10229|	|50204|	射日弓	生命+2.5%	田丰								25																							
|8084|8085|8086|8087|8088|8089|	|50205|	射日弓	攻击+3%/n成功击杀则提高自身30%攻速，持续10秒	夏侯渊							30																					23220			
|8554|8555|8556|8557|8558|8559|	|50205|	射日弓	攻击+3%/n释放技能对携带夏侯渊的部队造成额外50%的伤害	黄忠							30																					23340			
|9584|9585|9586|9587|9588|9589|	|50205|	射日弓	攻速+3%/n普通攻击对携带张辽将卡的敌方部队造成额外20%伤害	黄盖	30																											23050			
|9614|9615|9616|9617|9618|9619|	|50205|	射日弓	攻击+3%/n普通攻击对移速低于自身的单位造成额外20%伤害	甘宁							30																					23080			
|10224|10225|10226|10227|10228|10229|	|50205|	射日弓	生命+3%/n释放技能使7米范围器械单位增加20%攻速，持续5秒	田丰								30																				23150			
|8084|8085|8086|8087|8088|8089|	|50206|	射日弓	攻击+3.5%/n成功击杀则提高自身30%攻速，持续10秒	夏侯渊							35																					23220			
|8554|8555|8556|8557|8558|8559|	|50206|	射日弓	攻击+3.5%/n释放技能对携带夏侯渊的部队造成额外50%的伤害	黄忠							35																					23340			
|9584|9585|9586|9587|9588|9589|	|50206|	射日弓	攻速+3.5%/n普通攻击对携带张辽将卡的敌方部队造成额外20%伤害	黄盖	35																											23050			
|9614|9615|9616|9617|9618|9619|	|50206|	射日弓	攻击+3.5%/n普通攻击对移速低于自身的单位造成额外20%伤害	甘宁							35																					23080			
|10224|10225|10226|10227|10228|10229|	|50206|	射日弓	生命+3.5%/n释放技能使7米范围器械单位增加20%攻速，持续5秒	田丰								35																				23150			
|8084|8085|8086|8087|8088|8089|	|50207|	射日弓	攻击+4%/n成功击杀则提高自身30%攻速，持续10秒	夏侯渊							40																					23220			
|8554|8555|8556|8557|8558|8559|	|50207|	射日弓	攻击+4%/n释放技能对携带夏侯渊的部队造成额外50%的伤害	黄忠							40																					23340			
|9584|9585|9586|9587|9588|9589|	|50207|	射日弓	攻速+4%/n普通攻击对携带张辽将卡的敌方部队造成额外20%伤害	黄盖	40																											23050			
|9614|9615|9616|9617|9618|9619|	|50207|	射日弓	攻击+4%/n普通攻击对移速低于自身的单位造成额外20%伤害	甘宁							40																					23080			
|10224|10225|10226|10227|10228|10229|	|50207|	射日弓	生命+4%/n释放技能使7米范围器械单位增加20%攻速，持续5秒	田丰								40																				23150			
|8084|8085|8086|8087|8088|8089|	|50208|	射日弓	攻击+4.5%/n成功击杀则提高自身30%攻速，持续10秒	夏侯渊							45																					23220			
|8554|8555|8556|8557|8558|8559|	|50208|	射日弓	攻击+4.5%/n释放技能对携带夏侯渊的部队造成额外50%的伤害	黄忠							45																					23340			
|9584|9585|9586|9587|9588|9589|	|50208|	射日弓	攻速+4.5%/n普通攻击对携带张辽将卡的敌方部队造成额外20%伤害	黄盖	45																											23050			
|9614|9615|9616|9617|9618|9619|	|50208|	射日弓	攻击+4.5%/n普通攻击对移速低于自身的单位造成额外20%伤害	甘宁							45																					23080			
|10224|10225|10226|10227|10228|10229|	|50208|	射日弓	生命+4.5%/n释放技能使7米范围器械单位增加20%攻速，持续5秒	田丰								45																				23150			
|8084|8085|8086|8087|8088|8089|	|50209|	射日弓	攻击+5%/n成功击杀则提高自身30%攻速，持续10秒	夏侯渊							50																					23220			
|8554|8555|8556|8557|8558|8559|	|50209|	射日弓	攻击+5%/n释放技能对携带夏侯渊的部队造成额外50%的伤害	黄忠							50																					23340			
|9584|9585|9586|9587|9588|9589|	|50209|	射日弓	攻速+5%/n普通攻击对携带张辽将卡的敌方部队造成额外20%伤害	黄盖	50																											23050			
|9614|9615|9616|9617|9618|9619|	|50209|	射日弓	攻击+5%/n普通攻击对移速低于自身的单位造成额外20%伤害	甘宁							50																					23080			
|10224|10225|10226|10227|10228|10229|	|50209|	射日弓	生命+5%/n释放技能使7米范围器械单位增加20%攻速，持续5秒	田丰								50																				23150			
|8084|8085|8086|8087|8088|8089|	|50210|	射日弓	攻击+5.5%/n成功击杀则提高自身35%攻速，持续10秒	夏侯渊							55																					23221			
|8554|8555|8556|8557|8558|8559|	|50210|	射日弓	攻击+5.5%/n释放技能对携带夏侯渊的部队造成额外100%的伤害	黄忠							55																					23341			
|9584|9585|9586|9587|9588|9589|	|50210|	射日弓	攻速+5.5%/n普通攻击对携带张辽将卡的敌方部队造成额外30%伤害	黄盖	55																											23051			
|9614|9615|9616|9617|9618|9619|	|50210|	射日弓	攻击+5.5%/n普通攻击对移速低于自身的单位造成额外30%伤害	甘宁							55																					23081			
|10224|10225|10226|10227|10228|10229|	|50210|	射日弓	生命+5.5%/n释放技能使7米范围器械单位增加30%攻速，持续5秒	田丰								55																				23151			
|8084|8085|8086|8087|8088|8089|	|50211|	射日弓	攻击+6%/n成功击杀则提高自身35%攻速，持续10秒	夏侯渊							60																					23221			
|8554|8555|8556|8557|8558|8559|	|50211|	射日弓	攻击+6%/n释放技能对携带夏侯渊的部队造成额外100%的伤害	黄忠							60																					23341			
|9584|9585|9586|9587|9588|9589|	|50211|	射日弓	攻速+6%/n普通攻击对携带张辽将卡的敌方部队造成额外30%伤害	黄盖	60																											23051			
|9614|9615|9616|9617|9618|9619|	|50211|	射日弓	攻击+6%/n普通攻击对移速低于自身的单位造成额外30%伤害	甘宁							60																					23081			
|10224|10225|10226|10227|10228|10229|	|50211|	射日弓	生命+6%/n释放技能使7米范围器械单位增加30%攻速，持续5秒	田丰								60																				23151			
|8084|8085|8086|8087|8088|8089|	|50212|	射日弓	攻击+6.5%/n成功击杀则提高自身35%攻速，持续10秒	夏侯渊							65																					23221			
|8554|8555|8556|8557|8558|8559|	|50212|	射日弓	攻击+6.5%/n释放技能对携带夏侯渊的部队造成额外100%的伤害	黄忠							65																					23341			
|9584|9585|9586|9587|9588|9589|	|50212|	射日弓	攻速+6.5%/n普通攻击对携带张辽将卡的敌方部队造成额外30%伤害	黄盖	65																											23051			
|9614|9615|9616|9617|9618|9619|	|50212|	射日弓	攻击+6.5%/n普通攻击对移速低于自身的单位造成额外30%伤害	甘宁							65																					23081			
|10224|10225|10226|10227|10228|10229|	|50212|	射日弓	生命+6.5%/n释放技能使7米范围器械单位增加30%攻速，持续5秒	田丰								65																				23151			
|8084|8085|8086|8087|8088|8089|	|50213|	射日弓	攻击+7%/n成功击杀则提高自身35%攻速，持续10秒	夏侯渊							70																					23221			
|8554|8555|8556|8557|8558|8559|	|50213|	射日弓	攻击+7%/n释放技能对携带夏侯渊的部队造成额外100%的伤害	黄忠							70																					23341			
|9584|9585|9586|9587|9588|9589|	|50213|	射日弓	攻速+7%/n普通攻击对携带张辽将卡的敌方部队造成额外30%伤害	黄盖	70																											23051			
|9614|9615|9616|9617|9618|9619|	|50213|	射日弓	攻击+7%/n普通攻击对移速低于自身的单位造成额外30%伤害	甘宁							70																					23081			
|10224|10225|10226|10227|10228|10229|	|50213|	射日弓	生命+7%/n释放技能使7米范围器械单位增加30%攻速，持续5秒	田丰								70																				23151			
|8084|8085|8086|8087|8088|8089|	|50214|	射日弓	攻击+7.5%/n成功击杀则提高自身35%攻速，持续10秒	夏侯渊							75																					23221			
