BufID	BufferIcon	Buffer描述	BufferTime	Buf类型	备注	abstractid
23460|7	UI_Buff_ZengJiaGongJiLi.img	提升40%攻击和护甲，+30%生命上限	5	4	乐进神器7	
1500|0	UI_Buff_JiangDiHuJia.img	无法回复生命且护甲降低100%	5	1	潘凤张牛角组合	
1600|0	UI_Buff_WuLiChuanTou.img	物伤加成+20%	4	0	李典5	
1601|0	UI_Buff_WuLiChuanTou.img	物伤加成+30%	4	0	李典6	
1602|0	UI_Buff_WuLiChuanTou.img	物伤加成+40%	4	0	李典7	
1603|0	UI_Buff_WuLiChuanTou.img	物伤加成+50%	4	0	李典8	
1604|0	UI_Buff_WuLiChuanTou.img	物伤加成+70%	4	0	李典9	
1700|0	UI_Buff_ZengJiaYiSu.img	攻速移速+20%	5	0	韩当5	
1701|0	UI_Buff_ZengJiaYiSu.img	攻速移速+25%	5	0	韩当6	
1702|0	UI_Buff_ZengJiaYiSu.img	攻速移速+30%	5	0	韩当7	
1703|0	UI_Buff_ZengJiaYiSu.img	攻速移速+35%	5	0	韩当8	
1704|0	UI_Buff_ZengJiaYiSu.img	攻速移速+45%	5	0	韩当9	
16530|0	UI_Buff_ZengJiaGongSu.img	攻速+20%	9	2	徐盛0	
16530|1	UI_Buff_ZengJiaGongSu.img	攻速+30%	9	2	徐盛1	
16530|2	UI_Buff_ZengJiaGongSu.img	攻速+40%	9	2	徐盛2	
16530|3	UI_Buff_ZengJiaGongSu.img	攻速+50%	9	2	徐盛3	
16530|4	UI_Buff_ZengJiaGongSu.img	攻速+60%	9	2	徐盛4	
16530|5	UI_Buff_ZengJiaGongSu.img	攻速+70%，回复效果+20%	9	2	徐盛5	
16530|6	UI_Buff_ZengJiaGongSu.img	攻速+80%，回复效果+30%	9	2	徐盛6	
16530|7	UI_Buff_ZengJiaGongSu.img	攻速+90%，回复效果+40%	9	2	徐盛7	
16530|8	UI_Buff_ZengJiaGongSu.img	攻速+100%，回复效果+50%	9	2	徐盛8	
16530|9	UI_Buff_ZengJiaGongSu.img	攻速+120%，回复效果+70%	9	2	徐盛9	
23470|0	UI_Buff_JiaSu.img	移速降低50%	0.5	1	徐盛神器0	
23470|1	UI_Buff_JiaSu.img	移速降低51%	0.6	1	徐盛神器1	
23470|2	UI_Buff_JiaSu.img	移速降低52%	0.7	1	徐盛神器2	
23470|3	UI_Buff_JiaSu.img	移速降低53%	0.8	1	徐盛神器3	
23470|4	UI_Buff_JiaSu.img	移速降低54%	0.9	1	徐盛神器4	
23470|5	UI_Buff_JiaSu.img	移速降低55%	1	1	徐盛神器5	
23470|6	UI_Buff_JiaSu.img	移速降低56%	1.5	1	徐盛神器6	
23470|7	UI_Buff_JiaSu.img	移速降低57%	2	1	徐盛神器7	
26131|0	UI_Buff_ZengJiaHuJia.img	护甲+30%	5	2	马岱0	
26131|1	UI_Buff_ZengJiaHuJia.img	护甲+40%	5	2	马岱1	
26131|2	UI_Buff_ZengJiaHuJia.img	护甲+50%	5	2	马岱2	
26131|3	UI_Buff_ZengJiaHuJia.img	护甲+60%	5	2	马岱3	
26131|4	UI_Buff_ZengJiaHuJia.img	护甲+70%	5	2	马岱4	
26131|5	UI_Buff_ZengJiaHuJia.img	护甲+80%	5	2	马岱5	
26131|6	UI_Buff_ZengJiaHuJia.img	护甲+90%	5	2	马岱6	
26131|7	UI_Buff_ZengJiaHuJia.img	护甲+100%	5	2	马岱7	
26131|8	UI_Buff_ZengJiaHuJia.img	护甲+110%	5	2	马岱8	
26131|9	UI_Buff_ZengJiaHuJia.img	护甲+130%	5	2	马岱9	
27130|0	UI_Buff_NingZhi.img	印记叠加到5层后会受到额外伤害	5	1	蒋钦0	
27130|1	UI_Buff_NingZhi.img	印记叠加到6层后会受到额外伤害	5	1	蒋钦1	
27130|2	UI_Buff_NingZhi.img	印记叠加到7层后会受到额外伤害	5	1	蒋钦2	
27130|3	UI_Buff_NingZhi.img	印记叠加到8层后会受到额外伤害	5	1	蒋钦3	
27130|4	UI_Buff_NingZhi.img	印记叠加到9层后会受到额外伤害	5	1	蒋钦4	
27130|5	UI_Buff_NingZhi.img	印记叠加到5层后受到的物理伤害增加10%	5	1	蒋钦5	
27130|6	UI_Buff_NingZhi.img	印记叠加到5层后受到的物理伤害增加20%	5	1	蒋钦6	
27130|7	UI_Buff_NingZhi.img	印记叠加到5层后受到的物理伤害增加30%	5	1	蒋钦7	
27130|8	UI_Buff_NingZhi.img	印记叠加到5层后受到的物理伤害增加40%	5	1	蒋钦8	
27130|9	UI_Buff_NingZhi.img	印记叠加到5层后受到的物理伤害增加60%	5	1	蒋钦9	
